1,"horizon signal technologies, inc.",https://horizonsignal.com,manufacturer,"reading, pa",over $250m,10-49,95,thomasnet,new,2026-04-29 20:35:30
3460,Frei 1441 Crypto-Audit,,Kiberbiztonsági Szakértő,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3461,Gerber 1442 Med-Tech Services,,Pénzügyi Informatikai Konzulens,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3462,Widmer 1443 Watch-Tech Advisory,,Ipari Automatizálási Szakértő,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3463,Zimmermann 1444 IT-Strategy,,Független Mérnök,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3464,Baumann 1445 Precision,,Kiberbiztonsági Szakértő,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3465,Frei 1446 Crypto-Audit,,Pénzügyi Informatikai Konzulens,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3466,Gerber 1447 Med-Tech Services,,Ipari Automatizálási Szakértő,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3467,Widmer 1448 Watch-Tech Advisory,,Független Mérnök,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3468,Zimmermann 1449 IT-Strategy,,Kiberbiztonsági Szakértő,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3469,Baumann 1450 Precision,,Pénzügyi Informatikai Konzulens,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3470,Frei 1451 Crypto-Audit,,Ipari Automatizálási Szakértő,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3471,Gerber 1452 Med-Tech Services,,Független Mérnök,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3472,Widmer 1453 Watch-Tech Advisory,,Kiberbiztonsági Szakértő,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3473,Zimmermann 1454 IT-Strategy,,Pénzügyi Informatikai Konzulens,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3474,Baumann 1455 Precision,,Ipari Automatizálási Szakértő,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3475,Frei 1456 Crypto-Audit,,Független Mérnök,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3476,Gerber 1457 Med-Tech Services,,Kiberbiztonsági Szakértő,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3477,Widmer 1458 Watch-Tech Advisory,,Pénzügyi Informatikai Konzulens,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3478,Zimmermann 1459 IT-Strategy,,Ipari Automatizálási Szakértő,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3479,Baumann 1460 Precision,,Független Mérnök,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3480,Frei 1461 Crypto-Audit,,Kiberbiztonsági Szakértő,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3481,Gerber 1462 Med-Tech Services,,Pénzügyi Informatikai Konzulens,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3482,Widmer 1463 Watch-Tech Advisory,,Ipari Automatizálási Szakértő,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3483,Zimmermann 1464 IT-Strategy,,Független Mérnök,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3484,Baumann 1465 Precision,,Kiberbiztonsági Szakértő,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3485,Frei 1466 Crypto-Audit,,Pénzügyi Informatikai Konzulens,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3486,Gerber 1467 Med-Tech Services,,Ipari Automatizálási Szakértő,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3487,Widmer 1468 Watch-Tech Advisory,,Független Mérnök,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3488,Zimmermann 1469 IT-Strategy,,Kiberbiztonsági Szakértő,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3489,Baumann 1470 Precision,,Pénzügyi Informatikai Konzulens,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3490,Frei 1471 Crypto-Audit,,Ipari Automatizálási Szakértő,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3491,Gerber 1472 Med-Tech Services,,Független Mérnök,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3492,Widmer 1473 Watch-Tech Advisory,,Kiberbiztonsági Szakértő,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3493,Zimmermann 1474 IT-Strategy,,Pénzügyi Informatikai Konzulens,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3494,Baumann 1475 Precision,,Ipari Automatizálási Szakértő,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3495,Frei 1476 Crypto-Audit,,Független Mérnök,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3496,Gerber 1477 Med-Tech Services,,Kiberbiztonsági Szakértő,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3497,Widmer 1478 Watch-Tech Advisory,,Pénzügyi Informatikai Konzulens,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3498,Zimmermann 1479 IT-Strategy,,Ipari Automatizálási Szakértő,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3499,Baumann 1480 Precision,,Független Mérnök,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3500,Frei 1481 Crypto-Audit,,Kiberbiztonsági Szakértő,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3501,Gerber 1482 Med-Tech Services,,Pénzügyi Informatikai Konzulens,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3502,Widmer 1483 Watch-Tech Advisory,,Ipari Automatizálási Szakértő,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3503,Zimmermann 1484 IT-Strategy,,Független Mérnök,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3504,Baumann 1485 Precision,,Kiberbiztonsági Szakértő,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3505,Frei 1486 Crypto-Audit,,Pénzügyi Informatikai Konzulens,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3506,Gerber 1487 Med-Tech Services,,Ipari Automatizálási Szakértő,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3507,Widmer 1488 Watch-Tech Advisory,,Független Mérnök,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3508,Zimmermann 1489 IT-Strategy,,Kiberbiztonsági Szakértő,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3509,Baumann 1490 Precision,,Pénzügyi Informatikai Konzulens,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3510,Frei 1491 Crypto-Audit,,Ipari Automatizálási Szakértő,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3511,Gerber 1492 Med-Tech Services,,Független Mérnök,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3512,Widmer 1493 Watch-Tech Advisory,,Kiberbiztonsági Szakértő,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3513,Zimmermann 1494 IT-Strategy,,Pénzügyi Informatikai Konzulens,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3514,Baumann 1495 Precision,,Ipari Automatizálási Szakértő,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3515,Frei 1496 Crypto-Audit,,Független Mérnök,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3516,Gerber 1497 Med-Tech Services,,Kiberbiztonsági Szakértő,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3517,Widmer 1498 Watch-Tech Advisory,,Pénzügyi Informatikai Konzulens,"Zürich, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3518,Zimmermann 1499 IT-Strategy,,Ipari Automatizálási Szakértő,"Geneva, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
3519,Baumann 1500 Precision,,Független Mérnök,"Zug, CH",,,96,Swiss-Exclusive-500,new,2026-04-29 21:00:31
